"censusdate","abundance","scientificname"
1997-11-22,0,"Perognathus flavus"
1997-11-22,0,"Chaetodipus hispidus"
1997-11-22,0,"Chaetodipus intermedius"
1997-11-22,0,"Peromyscus leucopus"
1997-11-22,0,"Peromyscus maniculatus"
1997-11-22,0,"Chaetodipus penicillatus"
1997-11-22,0,"Reithrodontomys fulvescens"
1997-11-22,2,"Reithrodontomys megalotis"
1997-11-22,0,"Reithrodontomys montanus"
1997-11-22,0,"Sigmodon fulviventer"
1997-11-22,0,"Sigmodon hispidus"
1997-11-22,0,"Sigmodon ochrognathus"
1997-12-28,0,"Baiomys taylori"
1997-12-28,34,"Dipodomys merriami"
1997-12-28,6,"Dipodomys ordii"
1997-12-28,1,"Dipodomys spectabilis"
1997-12-28,2,"Neotoma albigula"
1997-12-28,0,"Onychomys leucogaster"
1997-12-28,13,"Onychomys torridus"
1997-12-28,3,"Chaetodipus baileyi"
1997-12-28,1,"Peromyscus eremicus"
1997-12-28,0,"Perognathus flavus"
1997-12-28,0,"Chaetodipus hispidus"
1997-12-28,0,"Chaetodipus intermedius"
1997-12-28,0,"Peromyscus leucopus"
1997-12-28,0,"Peromyscus maniculatus"
1997-12-28,0,"Chaetodipus penicillatus"
1997-12-28,0,"Reithrodontomys fulvescens"
1997-12-28,1,"Reithrodontomys megalotis"
1997-12-28,0,"Reithrodontomys montanus"
1997-12-28,0,"Sigmodon fulviventer"
1997-12-28,0,"Sigmodon hispidus"
1997-12-28,0,"Sigmodon ochrognathus"
1998-01-31,0,"Baiomys taylori"
1998-01-31,51,"Dipodomys merriami"
1998-01-31,8,"Dipodomys ordii"
1998-01-31,1,"Dipodomys spectabilis"
1998-01-31,1,"Neotoma albigula"
1998-01-31,0,"Onychomys leucogaster"
1998-01-31,15,"Onychomys torridus"
1998-01-31,3,"Chaetodipus baileyi"
1998-01-31,0,"Peromyscus eremicus"
1998-01-31,0,"Perognathus flavus"
1998-01-31,0,"Chaetodipus hispidus"
1998-01-31,0,"Chaetodipus intermedius"
1998-01-31,0,"Peromyscus leucopus"
1998-01-31,0,"Peromyscus maniculatus"
1998-01-31,0,"Chaetodipus penicillatus"
1998-01-31,0,"Reithrodontomys fulvescens"
1998-01-31,0,"Reithrodontomys megalotis"
1998-01-31,0,"Reithrodontomys montanus"
1998-01-31,0,"Sigmodon fulviventer"
1998-01-31,0,"Sigmodon hispidus"
1998-01-31,0,"Sigmodon ochrognathus"
1998-03-01,0,"Baiomys taylori"
1998-03-01,45,"Dipodomys merriami"
1998-03-01,13,"Dipodomys ordii"
1998-03-01,1,"Dipodomys spectabilis"
1998-03-01,1,"Neotoma albigula"
1998-03-01,0,"Onychomys leucogaster"
1998-03-01,10,"Onychomys torridus"
1998-03-01,5,"Chaetodipus baileyi"
1998-03-01,0,"Peromyscus eremicus"
1998-03-01,0,"Perognathus flavus"
1998-03-01,0,"Chaetodipus hispidus"
1998-03-01,0,"Chaetodipus intermedius"
1998-03-01,0,"Peromyscus leucopus"
1998-03-01,0,"Peromyscus maniculatus"
1998-03-01,0,"Chaetodipus penicillatus"
1998-03-01,0,"Reithrodontomys fulvescens"
1998-03-01,0,"Reithrodontomys megalotis"
1998-03-01,0,"Reithrodontomys montanus"
1998-03-01,0,"Sigmodon fulviventer"
1998-03-01,0,"Sigmodon hispidus"
1998-03-01,0,"Sigmodon ochrognathus"
1998-05-02,0,"Baiomys taylori"
1998-05-02,32,"Dipodomys merriami"
1998-05-02,2,"Dipodomys ordii"
1998-05-02,0,"Dipodomys spectabilis"
1998-05-02,2,"Neotoma albigula"
1998-05-02,0,"Onychomys leucogaster"
1998-05-02,6,"Onychomys torridus"
1998-05-02,3,"Chaetodipus baileyi"
1998-05-02,0,"Peromyscus eremicus"
1998-05-02,0,"Perognathus flavus"
1998-05-02,0,"Chaetodipus hispidus"
1998-05-02,0,"Chaetodipus intermedius"
1998-05-02,0,"Peromyscus leucopus"
1998-05-02,0,"Peromyscus maniculatus"
1998-05-02,7,"Chaetodipus penicillatus"
1998-05-02,0,"Reithrodontomys fulvescens"
1998-05-02,0,"Reithrodontomys megalotis"
1998-05-02,0,"Reithrodontomys montanus"
1998-05-02,0,"Sigmodon fulviventer"
1998-05-02,0,"Sigmodon hispidus"
1998-05-02,0,"Sigmodon ochrognathus"
1998-05-28,0,"Baiomys taylori"
1998-05-28,53,"Dipodomys merriami"
1998-05-28,6,"Dipodomys ordii"
1998-05-28,0,"Dipodomys spectabilis"
1998-05-28,6,"Neotoma albigula"
1998-05-28,0,"Onychomys leucogaster"
1998-05-28,4,"Onychomys torridus"
1998-05-28,1,"Chaetodipus baileyi"
1998-05-28,1,"Peromyscus eremicus"
1998-05-28,1,"Perognathus flavus"
1998-05-28,0,"Chaetodipus hispidus"
1998-05-28,0,"Chaetodipus intermedius"
1998-05-28,0,"Peromyscus leucopus"
1998-05-28,2,"Peromyscus maniculatus"
1998-05-28,10,"Chaetodipus penicillatus"
1998-05-28,0,"Reithrodontomys fulvescens"
1998-05-28,0,"Reithrodontomys megalotis"
1998-05-28,0,"Reithrodontomys montanus"
1998-05-28,0,"Sigmodon fulviventer"
1998-05-28,0,"Sigmodon hispidus"
1998-05-28,0,"Sigmodon ochrognathus"
1998-06-27,0,"Baiomys taylori"
1998-06-27,28,"Dipodomys merriami"
1998-06-27,5,"Dipodomys ordii"
1998-06-27,1,"Dipodomys spectabilis"
1998-06-27,4,"Neotoma albigula"
1998-06-27,0,"Onychomys leucogaster"
1998-06-27,6,"Onychomys torridus"
1998-06-27,1,"Chaetodipus baileyi"
1998-06-27,1,"Peromyscus eremicus"
1998-06-27,0,"Perognathus flavus"
1998-06-27,0,"Chaetodipus hispidus"
1998-06-27,0,"Chaetodipus intermedius"
1998-06-27,0,"Peromyscus leucopus"
1998-06-27,0,"Peromyscus maniculatus"
1998-06-27,13,"Chaetodipus penicillatus"
1998-06-27,0,"Reithrodontomys fulvescens"
1998-06-27,0,"Reithrodontomys megalotis"
1998-06-27,0,"Reithrodontomys montanus"
1998-06-27,0,"Sigmodon fulviventer"
1998-06-27,0,"Sigmodon hispidus"
1998-06-27,0,"Sigmodon ochrognathus"
1998-07-18,0,"Baiomys taylori"
1998-07-18,27,"Dipodomys merriami"
1998-07-18,3,"Dipodomys ordii"
1998-07-18,1,"Dipodomys spectabilis"
1998-07-18,0,"Neotoma albigula"
1998-07-18,0,"Onychomys leucogaster"
1998-07-18,6,"Onychomys torridus"
1998-07-18,10,"Chaetodipus baileyi"
1998-07-18,0,"Peromyscus eremicus"
1998-07-18,0,"Perognathus flavus"
1998-07-18,0,"Chaetodipus hispidus"
1998-07-18,0,"Chaetodipus intermedius"
1998-07-18,0,"Peromyscus leucopus"
1998-07-18,0,"Peromyscus maniculatus"
1998-07-18,16,"Chaetodipus penicillatus"
1998-07-18,0,"Reithrodontomys fulvescens"
1998-07-18,0,"Reithrodontomys megalotis"
1998-07-18,0,"Reithrodontomys montanus"
1998-07-18,0,"Sigmodon fulviventer"
1998-07-18,0,"Sigmodon hispidus"
1998-07-18,0,"Sigmodon ochrognathus"
1998-08-22,0,"Baiomys taylori"
1998-08-22,24,"Dipodomys merriami"
1998-08-22,4,"Dipodomys ordii"
1998-08-22,0,"Dipodomys spectabilis"
1998-08-22,2,"Neotoma albigula"
1998-08-22,0,"Onychomys leucogaster"
1998-08-22,5,"Onychomys torridus"
1998-08-22,10,"Chaetodipus baileyi"
1998-08-22,0,"Peromyscus eremicus"
1998-08-22,1,"Perognathus flavus"
1998-08-22,0,"Chaetodipus hispidus"
1998-08-22,0,"Chaetodipus intermedius"
1998-08-22,0,"Peromyscus leucopus"
1998-08-22,1,"Peromyscus maniculatus"
1998-08-22,16,"Chaetodipus penicillatus"
1998-08-22,0,"Reithrodontomys fulvescens"
1998-08-22,0,"Reithrodontomys megalotis"
1998-08-22,0,"Reithrodontomys montanus"
1998-08-22,0,"Sigmodon fulviventer"
1998-08-22,0,"Sigmodon hispidus"
1998-08-22,0,"Sigmodon ochrognathus"
1998-09-19,0,"Baiomys taylori"
1998-09-19,27,"Dipodomys merriami"
1998-09-19,8,"Dipodomys ordii"
1998-09-19,1,"Dipodomys spectabilis"
1998-09-19,3,"Neotoma albigula"
1998-09-19,0,"Onychomys leucogaster"
1998-09-19,7,"Onychomys torridus"
1998-09-19,9,"Chaetodipus baileyi"
1998-09-19,0,"Peromyscus eremicus"
1998-09-19,0,"Perognathus flavus"
1998-09-19,0,"Chaetodipus hispidus"
1998-09-19,0,"Chaetodipus intermedius"
1998-09-19,0,"Peromyscus leucopus"
1998-09-19,0,"Peromyscus maniculatus"
1998-09-19,18,"Chaetodipus penicillatus"
1998-09-19,0,"Reithrodontomys fulvescens"
1998-09-19,0,"Reithrodontomys megalotis"
1998-09-19,0,"Reithrodontomys montanus"
1998-09-19,0,"Sigmodon fulviventer"
1998-09-19,0,"Sigmodon hispidus"
1998-09-19,0,"Sigmodon ochrognathus"
1998-10-24,0,"Baiomys taylori"
1998-10-24,31,"Dipodomys merriami"
1998-10-24,7,"Dipodomys ordii"
1998-10-24,1,"Dipodomys spectabilis"
1998-10-24,1,"Neotoma albigula"
1998-10-24,0,"Onychomys leucogaster"
1998-10-24,10,"Onychomys torridus"
1998-10-24,9,"Chaetodipus baileyi"
1998-10-24,0,"Peromyscus eremicus"
1998-10-24,0,"Perognathus flavus"
1998-10-24,0,"Chaetodipus hispidus"
1998-10-24,0,"Chaetodipus intermedius"
1998-10-24,0,"Peromyscus leucopus"
1998-10-24,2,"Peromyscus maniculatus"
1998-10-24,2,"Chaetodipus penicillatus"
1998-10-24,0,"Reithrodontomys fulvescens"
1998-10-24,0,"Reithrodontomys megalotis"
1998-10-24,0,"Reithrodontomys montanus"
1998-10-24,0,"Sigmodon fulviventer"
1998-10-24,0,"Sigmodon hispidus"
1998-10-24,0,"Sigmodon ochrognathus"
1998-11-21,0,"Baiomys taylori"
1998-11-21,40,"Dipodomys merriami"
1998-11-21,10,"Dipodomys ordii"
1998-11-21,1,"Dipodomys spectabilis"
1998-11-21,0,"Neotoma albigula"
1998-11-21,0,"Onychomys leucogaster"
1998-11-21,6,"Onychomys torridus"
1998-11-21,4,"Chaetodipus baileyi"
1998-11-21,0,"Peromyscus eremicus"
1998-11-21,0,"Perognathus flavus"
1998-11-21,0,"Chaetodipus hispidus"
1998-11-21,0,"Chaetodipus intermedius"
1998-11-21,0,"Peromyscus leucopus"
1998-11-21,0,"Peromyscus maniculatus"
1998-11-21,0,"Chaetodipus penicillatus"
1998-11-21,0,"Reithrodontomys fulvescens"
1998-11-21,0,"Reithrodontomys megalotis"
1998-11-21,0,"Reithrodontomys montanus"
1998-11-21,0,"Sigmodon fulviventer"
1998-11-21,0,"Sigmodon hispidus"
1998-11-21,0,"Sigmodon ochrognathus"
1998-12-22,0,"Baiomys taylori"
1998-12-22,40,"Dipodomys merriami"
1998-12-22,4,"Dipodomys ordii"
1998-12-22,1,"Dipodomys spectabilis"
1998-12-22,1,"Neotoma albigula"
1998-12-22,0,"Onychomys leucogaster"
1998-12-22,7,"Onychomys torridus"
1998-12-22,2,"Chaetodipus baileyi"
1998-12-22,0,"Peromyscus eremicus"
1998-12-22,0,"Perognathus flavus"
1998-12-22,0,"Chaetodipus hispidus"
1998-12-22,0,"Chaetodipus intermedius"
1998-12-22,0,"Peromyscus leucopus"
1998-12-22,0,"Peromyscus maniculatus"
1998-12-22,0,"Chaetodipus penicillatus"
1998-12-22,0,"Reithrodontomys fulvescens"
1998-12-22,0,"Reithrodontomys megalotis"
1998-12-22,0,"Reithrodontomys montanus"
1998-12-22,0,"Sigmodon fulviventer"
1998-12-22,0,"Sigmodon hispidus"
1998-12-22,0,"Sigmodon ochrognathus"
1999-01-16,0,"Baiomys taylori"
1999-01-16,38,"Dipodomys merriami"
1999-01-16,8,"Dipodomys ordii"
1999-01-16,1,"Dipodomys spectabilis"
1999-01-16,2,"Neotoma albigula"
1999-01-16,0,"Onychomys leucogaster"
1999-01-16,11,"Onychomys torridus"
1999-01-16,4,"Chaetodipus baileyi"
1999-01-16,1,"Peromyscus eremicus"
1999-01-16,0,"Perognathus flavus"
1999-01-16,0,"Chaetodipus hispidus"
1999-01-16,0,"Chaetodipus intermedius"
1999-01-16,0,"Peromyscus leucopus"
1999-01-16,0,"Peromyscus maniculatus"
1999-01-16,0,"Chaetodipus penicillatus"
1999-01-16,0,"Reithrodontomys fulvescens"
1999-01-16,1,"Reithrodontomys megalotis"
1999-01-16,0,"Reithrodontomys montanus"
1999-01-16,0,"Sigmodon fulviventer"
1999-01-16,0,"Sigmodon hispidus"
1999-01-16,0,"Sigmodon ochrognathus"
1999-03-14,0,"Baiomys taylori"
1999-03-14,35,"Dipodomys merriami"
1999-03-14,8,"Dipodomys ordii"
1999-03-14,1,"Dipodomys spectabilis"
1999-03-14,2,"Neotoma albigula"
1999-03-14,0,"Onychomys leucogaster"
1999-03-14,5,"Onychomys torridus"
1999-03-14,6,"Chaetodipus baileyi"
1999-03-14,0,"Peromyscus eremicus"
1999-03-14,0,"Perognathus flavus"
1999-03-14,0,"Chaetodipus hispidus"
1999-03-14,0,"Chaetodipus intermedius"
1999-03-14,0,"Peromyscus leucopus"
1999-03-14,2,"Peromyscus maniculatus"
1999-03-14,0,"Chaetodipus penicillatus"
1999-03-14,0,"Reithrodontomys fulvescens"
1999-03-14,1,"Reithrodontomys megalotis"
1999-03-14,0,"Reithrodontomys montanus"
1999-03-14,0,"Sigmodon fulviventer"
1999-03-14,0,"Sigmodon hispidus"
1999-03-14,0,"Sigmodon ochrognathus"
1999-04-17,0,"Baiomys taylori"
1999-04-17,39,"Dipodomys merriami"
1999-04-17,12,"Dipodomys ordii"
1999-04-17,2,"Dipodomys spectabilis"
1999-04-17,2,"Neotoma albigula"
1999-04-17,0,"Onychomys leucogaster"
1999-04-17,4,"Onychomys torridus"
1999-04-17,4,"Chaetodipus baileyi"
1999-04-17,0,"Peromyscus eremicus"
1999-04-17,0,"Perognathus flavus"
1999-04-17,0,"Chaetodipus hispidus"
1999-04-17,0,"Chaetodipus intermedius"
1999-04-17,0,"Peromyscus leucopus"
1999-04-17,0,"Peromyscus maniculatus"
1999-04-17,4,"Chaetodipus penicillatus"
1999-04-17,0,"Reithrodontomys fulvescens"
1999-04-17,0,"Reithrodontomys megalotis"
1999-04-17,0,"Reithrodontomys montanus"
1999-04-17,0,"Sigmodon fulviventer"
1999-04-17,0,"Sigmodon hispidus"
1999-04-17,0,"Sigmodon ochrognathus"
1999-05-15,0,"Baiomys taylori"
1999-05-15,27,"Dipodomys merriami"
1999-05-15,10,"Dipodomys ordii"
1999-05-15,1,"Dipodomys spectabilis"
1999-05-15,2,"Neotoma albigula"
1999-05-15,0,"Onychomys leucogaster"
1999-05-15,5,"Onychomys torridus"
1999-05-15,8,"Chaetodipus baileyi"
1999-05-15,0,"Peromyscus eremicus"
1999-05-15,0,"Perognathus flavus"
1999-05-15,0,"Chaetodipus hispidus"
1999-05-15,0,"Chaetodipus intermedius"
1999-05-15,0,"Peromyscus leucopus"
1999-05-15,2,"Peromyscus maniculatus"
1999-05-15,5,"Chaetodipus penicillatus"
1999-05-15,0,"Reithrodontomys fulvescens"
1999-05-15,0,"Reithrodontomys megalotis"
1999-05-15,0,"Reithrodontomys montanus"
1999-05-15,0,"Sigmodon fulviventer"
1999-05-15,0,"Sigmodon hispidus"
1999-05-15,0,"Sigmodon ochrognathus"
1999-06-12,0,"Baiomys taylori"
1999-06-12,22,"Dipodomys merriami"
1999-06-12,8,"Dipodomys ordii"
1999-06-12,1,"Dipodomys spectabilis"
1999-06-12,1,"Neotoma albigula"
1999-06-12,0,"Onychomys leucogaster"
1999-06-12,3,"Onychomys torridus"
1999-06-12,5,"Chaetodipus baileyi"
1999-06-12,0,"Peromyscus eremicus"
1999-06-12,0,"Perognathus flavus"
1999-06-12,0,"Chaetodipus hispidus"
1999-06-12,0,"Chaetodipus intermedius"
1999-06-12,0,"Peromyscus leucopus"
1999-06-12,0,"Peromyscus maniculatus"
1999-06-12,6,"Chaetodipus penicillatus"
1999-06-12,0,"Reithrodontomys fulvescens"
1999-06-12,0,"Reithrodontomys megalotis"
1999-06-12,0,"Reithrodontomys montanus"
1999-06-12,0,"Sigmodon fulviventer"
1999-06-12,0,"Sigmodon hispidus"
1999-06-12,0,"Sigmodon ochrognathus"
1999-09-11,0,"Baiomys taylori"
1999-09-11,2,"Dipodomys merriami"
1999-09-11,0,"Dipodomys ordii"
1999-09-11,0,"Dipodomys spectabilis"
1999-09-11,2,"Neotoma albigula"
1999-09-11,0,"Onychomys leucogaster"
1999-09-11,0,"Onychomys torridus"
1999-09-11,1,"Chaetodipus baileyi"
1999-09-11,0,"Peromyscus eremicus"
1999-09-11,0,"Perognathus flavus"
1999-09-11,0,"Chaetodipus hispidus"
1999-09-11,0,"Chaetodipus intermedius"
1999-09-11,0,"Peromyscus leucopus"
1999-09-11,0,"Peromyscus maniculatus"
1999-09-11,4,"Chaetodipus penicillatus"
1999-09-11,0,"Reithrodontomys fulvescens"
1999-09-11,0,"Reithrodontomys megalotis"
1999-09-11,0,"Reithrodontomys montanus"
1999-09-11,0,"Sigmodon fulviventer"
1999-09-11,0,"Sigmodon hispidus"
1999-09-11,0,"Sigmodon ochrognathus"
1999-10-09,0,"Baiomys taylori"
1999-10-09,12,"Dipodomys merriami"
1999-10-09,4,"Dipodomys ordii"
1999-10-09,0,"Dipodomys spectabilis"
1999-10-09,1,"Neotoma albigula"
1999-10-09,0,"Onychomys leucogaster"
1999-10-09,2,"Onychomys torridus"
1999-10-09,3,"Chaetodipus baileyi"
1999-10-09,0,"Peromyscus eremicus"
1999-10-09,0,"Perognathus flavus"
1999-10-09,0,"Chaetodipus hispidus"
1999-10-09,0,"Chaetodipus intermedius"
1999-10-09,0,"Peromyscus leucopus"
1999-10-09,0,"Peromyscus maniculatus"
1999-10-09,15,"Chaetodipus penicillatus"
1999-10-09,0,"Reithrodontomys fulvescens"
1999-10-09,0,"Reithrodontomys megalotis"
1999-10-09,0,"Reithrodontomys montanus"
1999-10-09,0,"Sigmodon fulviventer"
1999-10-09,0,"Sigmodon hispidus"
1999-10-09,0,"Sigmodon ochrognathus"
1999-11-06,0,"Baiomys taylori"
1999-11-06,14,"Dipodomys merriami"
1999-11-06,2,"Dipodomys ordii"
1999-11-06,0,"Dipodomys spectabilis"
1999-11-06,1,"Neotoma albigula"
1999-11-06,0,"Onychomys leucogaster"
1999-11-06,6,"Onychomys torridus"
1999-11-06,7,"Chaetodipus baileyi"
1999-11-06,0,"Peromyscus eremicus"
1999-11-06,0,"Perognathus flavus"
1999-11-06,0,"Chaetodipus hispidus"
1999-11-06,0,"Chaetodipus intermedius"
1999-11-06,0,"Peromyscus leucopus"
1999-11-06,0,"Peromyscus maniculatus"
1999-11-06,23,"Chaetodipus penicillatus"
1999-11-06,0,"Reithrodontomys fulvescens"
1999-11-06,0,"Reithrodontomys megalotis"
1999-11-06,0,"Reithrodontomys montanus"
1999-11-06,0,"Sigmodon fulviventer"
1999-11-06,1,"Sigmodon hispidus"
1999-11-06,0,"Sigmodon ochrognathus"
1999-12-05,0,"Baiomys taylori"
1999-12-05,6,"Dipodomys merriami"
1999-12-05,3,"Dipodomys ordii"
1999-12-05,0,"Dipodomys spectabilis"
1999-12-05,2,"Neotoma albigula"
1999-12-05,0,"Onychomys leucogaster"
1999-12-05,2,"Onychomys torridus"
1999-12-05,10,"Chaetodipus baileyi"
1999-12-05,0,"Peromyscus eremicus"
1999-12-05,0,"Perognathus flavus"
1999-12-05,0,"Chaetodipus hispidus"
1999-12-05,0,"Chaetodipus intermedius"
1999-12-05,0,"Peromyscus leucopus"
1999-12-05,0,"Peromyscus maniculatus"
1999-12-05,17,"Chaetodipus penicillatus"
1999-12-05,0,"Reithrodontomys fulvescens"
1999-12-05,1,"Reithrodontomys megalotis"
1999-12-05,0,"Reithrodontomys montanus"
1999-12-05,0,"Sigmodon fulviventer"
1999-12-05,0,"Sigmodon hispidus"
1999-12-05,0,"Sigmodon ochrognathus"
2000-01-08,0,"Baiomys taylori"
2000-01-08,12,"Dipodomys merriami"
2000-01-08,9,"Dipodomys ordii"
2000-01-08,0,"Dipodomys spectabilis"
2000-01-08,3,"Neotoma albigula"
2000-01-08,0,"Onychomys leucogaster"
2000-01-08,2,"Onychomys torridus"
2000-01-08,15,"Chaetodipus baileyi"
2000-01-08,0,"Peromyscus eremicus"
2000-01-08,0,"Perognathus flavus"
2000-01-08,0,"Chaetodipus hispidus"
2000-01-08,0,"Chaetodipus intermedius"
2000-01-08,0,"Peromyscus leucopus"
2000-01-08,0,"Peromyscus maniculatus"
2000-01-08,13,"Chaetodipus penicillatus"
2000-01-08,0,"Reithrodontomys fulvescens"
2000-01-08,0,"Reithrodontomys megalotis"
2000-01-08,0,"Reithrodontomys montanus"
2000-01-08,0,"Sigmodon fulviventer"
2000-01-08,1,"Sigmodon hispidus"
2000-01-08,0,"Sigmodon ochrognathus"
2000-02-05,0,"Baiomys taylori"
2000-02-05,12,"Dipodomys merriami"
2000-02-05,8,"Dipodomys ordii"
2000-02-05,0,"Dipodomys spectabilis"
2000-02-05,3,"Neotoma albigula"
2000-02-05,0,"Onychomys leucogaster"
2000-02-05,2,"Onychomys torridus"
2000-02-05,28,"Chaetodipus baileyi"
2000-02-05,0,"Peromyscus eremicus"
2000-02-05,0,"Perognathus flavus"
2000-02-05,0,"Chaetodipus hispidus"
2000-02-05,0,"Chaetodipus intermedius"
2000-02-05,0,"Peromyscus leucopus"
2000-02-05,0,"Peromyscus maniculatus"
2000-02-05,16,"Chaetodipus penicillatus"
2000-02-05,0,"Reithrodontomys fulvescens"
2000-02-05,0,"Reithrodontomys megalotis"
2000-02-05,0,"Reithrodontomys montanus"
2000-02-05,0,"Sigmodon fulviventer"
2000-02-05,0,"Sigmodon hispidus"
2000-02-05,0,"Sigmodon ochrognathus"
2000-04-29,0,"Baiomys taylori"
2000-04-29,16,"Dipodomys merriami"
2000-04-29,11,"Dipodomys ordii"
2000-04-29,0,"Dipodomys spectabilis"
2000-04-29,1,"Neotoma albigula"
2000-04-29,0,"Onychomys leucogaster"
2000-04-29,6,"Onychomys torridus"
2000-04-29,19,"Chaetodipus baileyi"
2000-04-29,0,"Peromyscus eremicus"
2000-04-29,0,"Perognathus flavus"
2000-04-29,0,"Chaetodipus hispidus"
2000-04-29,0,"Chaetodipus intermedius"
2000-04-29,0,"Peromyscus leucopus"
2000-04-29,0,"Peromyscus maniculatus"
2000-04-29,13,"Chaetodipus penicillatus"
2000-04-29,0,"Reithrodontomys fulvescens"
2000-04-29,0,"Reithrodontomys megalotis"
2000-04-29,0,"Reithrodontomys montanus"
2000-04-29,0,"Sigmodon fulviventer"
2000-04-29,1,"Sigmodon hispidus"
2000-04-29,0,"Sigmodon ochrognathus"
2000-06-03,0,"Baiomys taylori"
2000-06-03,15,"Dipodomys merriami"
2000-06-03,10,"Dipodomys ordii"
2000-06-03,0,"Dipodomys spectabilis"
2000-06-03,2,"Neotoma albigula"
2000-06-03,0,"Onychomys leucogaster"
2000-06-03,2,"Onychomys torridus"
2000-06-03,20,"Chaetodipus baileyi"
2000-06-03,0,"Peromyscus eremicus"
2000-06-03,0,"Perognathus flavus"
2000-06-03,0,"Chaetodipus hispidus"
2000-06-03,0,"Chaetodipus intermedius"
2000-06-03,0,"Peromyscus leucopus"
2000-06-03,0,"Peromyscus maniculatus"
2000-06-03,25,"Chaetodipus penicillatus"
2000-06-03,0,"Reithrodontomys fulvescens"
2000-06-03,0,"Reithrodontomys megalotis"
2000-06-03,0,"Reithrodontomys montanus"
2000-06-03,0,"Sigmodon fulviventer"
2000-06-03,2,"Sigmodon hispidus"
2000-06-03,0,"Sigmodon ochrognathus"
2000-07-01,0,"Baiomys taylori"
2000-07-01,14,"Dipodomys merriami"
2000-07-01,5,"Dipodomys ordii"
2000-07-01,0,"Dipodomys spectabilis"
2000-07-01,0,"Neotoma albigula"
2000-07-01,0,"Onychomys leucogaster"
2000-07-01,6,"Onychomys torridus"
2000-07-01,28,"Chaetodipus baileyi"
2000-07-01,0,"Peromyscus eremicus"
2000-07-01,0,"Perognathus flavus"
2000-07-01,0,"Chaetodipus hispidus"
2000-07-01,0,"Chaetodipus intermedius"
2000-07-01,0,"Peromyscus leucopus"
2000-07-01,0,"Peromyscus maniculatus"
2000-07-01,32,"Chaetodipus penicillatus"
2000-07-01,0,"Reithrodontomys fulvescens"
2000-07-01,0,"Reithrodontomys megalotis"
2000-07-01,0,"Reithrodontomys montanus"
2000-07-01,0,"Sigmodon fulviventer"
2000-07-01,0,"Sigmodon hispidus"
2000-07-01,0,"Sigmodon ochrognathus"
2000-08-25,0,"Baiomys taylori"
2000-08-25,19,"Dipodomys merriami"
2000-08-25,3,"Dipodomys ordii"
2000-08-25,0,"Dipodomys spectabilis"
2000-08-25,1,"Neotoma albigula"
2000-08-25,0,"Onychomys leucogaster"
2000-08-25,10,"Onychomys torridus"
2000-08-25,25,"Chaetodipus baileyi"
2000-08-25,0,"Peromyscus eremicus"
2000-08-25,0,"Perognathus flavus"
2000-08-25,0,"Chaetodipus hispidus"
2000-08-25,0,"Chaetodipus intermedius"
2000-08-25,0,"Peromyscus leucopus"
2000-08-25,0,"Peromyscus maniculatus"
2000-08-25,27,"Chaetodipus penicillatus"
2000-08-25,0,"Reithrodontomys fulvescens"
2000-08-25,0,"Reithrodontomys megalotis"
2000-08-25,0,"Reithrodontomys montanus"
2000-08-25,0,"Sigmodon fulviventer"
2000-08-25,0,"Sigmodon hispidus"
2000-08-25,0,"Sigmodon ochrognathus"
2000-09-30,0,"Baiomys taylori"
2000-09-30,23,"Dipodomys merriami"
2000-09-30,4,"Dipodomys ordii"
2000-09-30,0,"Dipodomys spectabilis"
2000-09-30,1,"Neotoma albigula"
2000-09-30,0,"Onychomys leucogaster"
2000-09-30,11,"Onychomys torridus"
2000-09-30,18,"Chaetodipus baileyi"
2000-09-30,0,"Peromyscus eremicus"
2000-09-30,0,"Perognathus flavus"
2000-09-30,0,"Chaetodipus hispidus"
2000-09-30,0,"Chaetodipus intermedius"
2000-09-30,0,"Peromyscus leucopus"
2000-09-30,0,"Peromyscus maniculatus"
2000-09-30,6,"Chaetodipus penicillatus"
2000-09-30,0,"Reithrodontomys fulvescens"
2000-09-30,0,"Reithrodontomys megalotis"
2000-09-30,0,"Reithrodontomys montanus"
2000-09-30,0,"Sigmodon fulviventer"
2000-09-30,0,"Sigmodon hispidus"
2000-09-30,0,"Sigmodon ochrognathus"
2000-11-25,0,"Baiomys taylori"
2000-11-25,20,"Dipodomys merriami"
2000-11-25,4,"Dipodomys ordii"
2000-11-25,0,"Dipodomys spectabilis"
2000-11-25,3,"Neotoma albigula"
2000-11-25,0,"Onychomys leucogaster"
2000-11-25,13,"Onychomys torridus"
2000-11-25,10,"Chaetodipus baileyi"
2000-11-25,1,"Peromyscus eremicus"
2000-11-25,0,"Perognathus flavus"
2000-11-25,0,"Chaetodipus hispidus"
2000-11-25,0,"Chaetodipus intermedius"
2000-11-25,0,"Peromyscus leucopus"
2000-11-25,0,"Peromyscus maniculatus"
2000-11-25,1,"Chaetodipus penicillatus"
2000-11-25,0,"Reithrodontomys fulvescens"
2000-11-25,1,"Reithrodontomys megalotis"
2000-11-25,0,"Reithrodontomys montanus"
2000-11-25,0,"Sigmodon fulviventer"
2000-11-25,0,"Sigmodon hispidus"
2000-11-25,0,"Sigmodon ochrognathus"
2000-12-22,0,"Baiomys taylori"
2000-12-22,15,"Dipodomys merriami"
2000-12-22,3,"Dipodomys ordii"
2000-12-22,0,"Dipodomys spectabilis"
2000-12-22,2,"Neotoma albigula"
2000-12-22,0,"Onychomys leucogaster"
